Corr	In/Out	Num	Fecha	Hora
5566	1	34	20140128	1318
5600	1	34	20140129	704
5620	0	34	20140129	1215
5627	1	34	20140129	1359
5652	0	34	20140129	1814
5654	1	34	20140130	653
5714	0	34	20140130	1922
5727	1	34	20140131	713
5746	0	34	20140131	1208
5755	1	34	20140131	1405
5784	1	34	20140203	713
5802	0	34	20140203	1216
5808	1	34	20140203	1351
5815	0	34	20140203	1423
5823	1	34	20140203	1541
5833	1	34	20140204	657
5844	0	34	20140204	1204
5873	1	34	20140205	710
5888	0	34	20140205	1203
5900	1	34	20140205	1409
5917	0	34	20140205	1840
5921	1	34	20140206	700
5935	0	34	20140206	1228
5937	1	34	20140206	1407
5945	0	34	20140206	1817
5949	1	34	20140207	708
5965	0	34	20140207	1250
5970	1	34	20140207	1428
5976	0	34	20140207	1817
6057	1	34	20140212	723
6079	0	34	20140212	2044
6226	1	34	20140219	806
6254	0	34	20140219	1433
7570	1	34	20140305	655
7628	0	34	20140305	1213
7710	0	34	20140305	1744
7776	1	34	20140306	726
7795	0	34	20140306	1028
7842	1	34	20140306	1353
7909	0	34	20140306	1751
7959	1	34	20140307	708
7983	0	34	20140307	922
8047	1	34	20140307	1358
8079	0	34	20140307	1646
8140	1	34	20140310	640
8317	0	34	20140310	1751
8392	1	34	20140311	844
8436	0	34	20140311	1224
8447	1	34	20140311	1357
8506	0	34	20140311	1745
8546	1	34	20140312	644
8547	0	34	20140312	646
8557	1	34	20140312	701
8625	0	34	20140312	1210
8643	1	34	20140312	1354
8699	0	34	20140312	1745
8753	1	34	20140313	648
8818	0	34	20140313	1211
8840	1	34	20140313	1357
8903	0	34	20140313	1754
8956	1	34	20140314	647
8994	0	34	20140314	1047
9029	1	34	20140314	1411
9080	0	34	20140314	1656
9143	1	34	20140317	645
9324	0	34	20140317	1832
9473	0	34	20140318	1219
9495	1	34	20140318	1353
9572	0	34	20140318	1835
9627	1	34	20140319	638
9719	0	34	20140319	1218
9729	1	34	20140319	1347
9819	0	34	20140319	1821
9888	1	34	20140320	658
9972	0	34	20140320	1213
10004	1	34	20140320	1351
10082	0	34	20140320	1756
10159	1	34	20140321	646
10250	0	34	20140321	1211
10281	1	34	20140321	1358
10344	0	34	20140321	1655
10345	0	34	20140321	1655
10441	1	34	20140324	642
10530	0	34	20140324	1212
10642	0	34	20140324	1815
10709	1	34	20140325	648
10797	1	34	20140325	1350
10917	0	34	20140325	1945
10958	1	34	20140326	641
11059	0	34	20140326	1212
11193	0	34	20140326	2024
11241	1	34	20140327	653
11301	0	34	20140327	1124
11374	1	34	20140327	1427
11430	0	34	20140327	1805
11592	0	34	20140328	1209
11618	1	34	20140328	1354
11680	0	34	20140328	1723
11794	1	34	20140331	656
11831	0	34	20140331	951
11894	1	34	20140331	1351
11972	0	34	20140331	1744
12125	0	34	20140401	1121
12216	0	34	20140401	1630
12217	0	34	20140401	1631
12324	1	34	20140402	644
12378	0	34	20140402	949
12441	1	34	20140402	1353
12535	0	34	20140402	1800
12616	1	34	20140403	643
12682	0	34	20140403	1203
12724	1	34	20140403	1356
12795	0	34	20140403	1755
12890	1	34	20140404	658
12946	0	34	20140404	1134
12996	1	34	20140404	1345
13068	0	34	20140404	1657
13278	0	34	20140407	1211
13303	1	34	20140407	1354
13327	0	34	20140407	1508
59	0	35	20131213	1338
90	1	35	20131213	1503
109	0	35	20131213	1640
184	1	35	20131214	929
234	1	35	20131216	702
306	0	35	20131216	1216
333	1	35	20131216	1406
354	0	35	20131216	1544
450	1	35	20131217	653
543	0	35	20131217	1216
575	1	35	20131217	1420
646	0	35	20131217	2018
668	1	35	20131218	652
773	0	35	20131218	1215
853	0	35	20131218	1735
927	1	35	20131219	653
1006	0	35	20131219	1212
1045	1	35	20131219	1435
1124	0	35	20131219	2026
1150	1	35	20131220	659
1235	0	35	20131220	1212
1259	1	35	20131220	1402
1303	0	35	20131220	1640
1390	1	35	20131223	659
1461	0	35	20131223	1210
1499	1	35	20131223	1412
1570	0	35	20131223	1744
1635	1	35	20131224	703
1686	0	35	20131224	1013
1761	1	35	20131226	706
1833	0	35	20131226	1212
1855	1	35	20131226	1409
1856	1	35	20131226	1410
1910	0	35	20131226	1750
1965	1	35	20131227	709
2019	0	35	20131227	1209
2020	0	35	20131227	1209
2057	1	35	20131227	1402
2116	0	35	20131227	1656
2180	1	35	20131230	708
2218	0	35	20131230	1134
2280	1	35	20131230	1436
2332	0	35	20131230	1748
2381	1	35	20131231	708
2449	0	35	20131231	1206
2558	0	35	20140102	1213
2587	1	35	20140102	1409
2634	0	35	20140102	1746
2680	1	35	20140103	704
2738	0	35	20140103	1206
2784	1	35	20140103	1408
2823	0	35	20140103	1647
2824	0	35	20140103	1648
2895	0	35	20140106	710
2911	1	35	20140106	750
2950	0	35	20140106	1210
3067	0	35	20140106	1810
3107	1	35	20140107	702
3164	0	35	20140107	1207
3183	1	35	20140107	1339
3257	0	35	20140107	1753
3295	1	35	20140108	707
3326	0	35	20140108	1109
3362	1	35	20140108	1341
3417	0	35	20140108	1754
3456	1	35	20140109	701
3528	1	35	20140109	1341
3591	0	35	20140109	1805
3664	0	35	20140110	1125
3720	0	35	20140110	1605
3812	1	35	20140113	713
3859	0	35	20140113	1212
3946	0	35	20140113	1749
4046	0	35	20140114	1210
4074	1	35	20140114	1406
4102	0	35	20140114	1733
4155	1	35	20140115	708
4221	0	35	20140115	1207
4315	1	35	20140116	703
4316	1	35	20140116	703
4317	1	35	20140116	703
4318	1	35	20140116	703
4319	1	35	20140116	703
4320	1	35	20140116	703
4321	1	35	20140116	703
4322	1	35	20140116	703
4323	1	35	20140116	704
4324	0	35	20140116	705
4325	0	35	20140116	706
4326	0	35	20140116	706
4327	0	35	20140116	706
4328	1	35	20140116	707
4329	1	35	20140116	710
4331	1	35	20140116	710
4332	1	35	20140116	710
4333	1	35	20140116	710
4334	1	35	20140116	710
4335	1	35	20140116	710
4336	1	35	20140116	710
4337	1	35	20140116	710
4338	1	35	20140116	711
4339	1	35	20140116	711
4340	0	35	20140116	712
4341	0	35	20140116	712
4342	0	35	20140116	712
4343	0	35	20140116	712
4344	0	35	20140116	712
4345	1	35	20140116	713
4381	0	35	20140116	1215
4410	1	35	20140116	1408
4428	0	35	20140116	1709
4477	1	35	20140117	710
4535	0	35	20140117	1210
4567	1	35	20140117	1410
4582	0	35	20140117	1551
6151	1	35	20140217	709
6161	0	35	20140217	1146
6170	1	35	20140217	1411
6178	0	35	20140217	1649
6217	1	35	20140219	704
6236	0	35	20140219	1142
6248	1	35	20140219	1357
6263	0	35	20140219	1725
6280	1	35	20140220	711
6293	0	35	20140220	1207
6301	1	35	20140220	1402
6316	0	35	20140220	1734
6328	1	35	20140221	706
6342	0	35	20140221	1154
6353	1	35	20140221	1414
6363	0	35	20140221	1610
6396	1	35	20140224	700
6456	0	35	20140224	1212
6481	1	35	20140224	1409
6522	0	35	20140224	1744
6627	0	35	20140225	1212
6651	1	35	20140225	1407
6697	0	35	20140225	1742
6732	1	35	20140226	659
6797	0	35	20140226	1213
6816	1	35	20140226	1405
6864	0	35	20140226	1742
6903	1	35	20140227	658
6945	0	35	20140227	1200
6999	1	35	20140227	1415
7028	0	35	20140227	1738
7058	1	35	20140228	704
7112	0	35	20140228	1210
7130	1	35	20140228	1403
7166	0	35	20140228	1643
7267	0	35	20140303	1213
7294	1	35	20140303	1405
7322	0	35	20140303	1734
7377	1	35	20140304	704
7441	0	35	20140304	1207
7534	0	35	20140304	1739
7748	1	35	20140306	647
7825	0	35	20140306	1209
7853	1	35	20140306	1403
7889	0	35	20140306	1737
8024	0	35	20140307	1210
8049	1	35	20140307	1407
8076	0	35	20140307	1638
8077	0	35	20140307	1638
8148	1	35	20140310	654
8225	0	35	20140310	1209
8252	1	35	20140310	1401
8323	0	35	20140310	1811
8352	1	35	20140311	646
8428	0	35	20140311	1208
8429	0	35	20140311	1208
8503	0	35	20140311	1744
8548	1	35	20140312	647
8626	0	35	20140312	1210
8646	1	35	20140312	1403
8736	0	35	20140312	2022
8754	1	35	20140313	651
8822	0	35	20140313	1212
8849	1	35	20140313	1413
8941	0	35	20140313	2005
9005	0	35	20140314	1208
9106	0	35	20140314	1837
9152	1	35	20140317	653
9218	0	35	20140317	1213
9251	1	35	20140317	1406
9301	0	35	20140317	1741
9393	1	35	20140318	700
9456	0	35	20140318	1207
9487	1	35	20140318	1336
9550	0	35	20140318	1745
9634	1	35	20140319	653
9711	0	35	20140319	1211
9739	1	35	20140319	1406
9816	0	35	20140319	1817
9879	1	35	20140320	647
9896	0	35	20140320	704
10164	1	35	20140321	653
10246	0	35	20140321	1210
10247	0	35	20140321	1210
10328	0	35	20140321	1641
10329	0	35	20140321	1641
10475	1	35	20140324	724
10485	0	35	20140324	1031
10569	1	35	20140324	1439
10624	0	35	20140324	1746
10738	1	35	20140325	718
10762	0	35	20140325	1035
10821	1	35	20140325	1442
10863	0	35	20140325	1745
10965	1	35	20140326	654
11047	0	35	20140326	1207
11086	1	35	20140326	1413
11143	0	35	20140326	1746
11242	1	35	20140327	653
11260	0	35	20140327	708
11505	1	35	20140328	659
11594	0	35	20140328	1210
11627	1	35	20140328	1408
11693	0	35	20140328	1800
11790	1	35	20140331	654
11863	0	35	20140331	1207
11907	1	35	20140331	1409
11976	0	35	20140331	1747
12075	1	35	20140401	656
12141	0	35	20140401	1205
12241	0	35	20140401	1742
12329	1	35	20140402	651
12416	0	35	20140402	1212
12466	1	35	20140402	1432
12523	0	35	20140402	1748
12626	1	35	20140403	657
12699	0	35	20140403	1214
12733	1	35	20140403	1401
12785	0	35	20140403	1745
12888	1	35	20140404	656
12974	0	35	20140404	1215
13016	1	35	20140404	1411
13053	0	35	20140404	1642
13199	1	35	20140407	700
13263	0	35	20140407	1204
13336	1	35	20140407	1540
61	0	36	20131213	1339
94	1	36	20131213	1523
174	1	36	20131214	801
212	0	36	20131214	1651
291	0	36	20131216	1207
321	1	36	20131216	1348
439	0	36	20131216	2239
475	1	36	20131217	719
542	0	36	20131217	1215
584	1	36	20131217	1442
591	0	36	20131217	1534
592	1	36	20131217	1543
641	0	36	20131217	1959
684	1	36	20131218	709
758	0	36	20131218	1205
759	0	36	20131218	1205
824	1	36	20131218	1500
852	0	36	20131218	1734
876	1	36	20131218	1751
901	0	36	20131218	1958
902	0	36	20131218	1958
903	0	36	20131218	1959
947	1	36	20131219	716
989	0	36	20131219	1202
1048	1	36	20131219	1447
1164	1	36	20131220	713
1240	0	36	20131220	1231
1315	0	36	20131220	1705
1316	0	36	20131220	1705
1317	0	36	20131220	1706
1410	1	36	20131223	721
1464	0	36	20131223	1215
1505	1	36	20131223	1431
1613	0	36	20131223	2114
1717	0	36	20131224	1053
1773	1	36	20131226	722
1791	0	36	20131226	949
1795	1	36	20131226	1023
1832	0	36	20131226	1210
1931	0	36	20131226	1950
2011	0	36	20131227	1204
2140	0	36	20131227	1928
2199	0	36	20131230	819
2204	1	36	20131230	849
2224	0	36	20131230	1203
2273	1	36	20131230	1416
2376	1	36	20131231	703
2454	0	36	20131231	1213
2487	1	36	20140102	701
2550	0	36	20140102	1209
2551	0	36	20140102	1209
2593	1	36	20140102	1423
2636	0	36	20140102	1747
2683	1	36	20140103	708
2748	0	36	20140103	1214
2791	1	36	20140103	1426
2863	1	36	20140104	1146
2879	1	36	20140106	654
2966	1	36	20140106	1252
3073	0	36	20140106	1827
3301	1	36	20140108	714
3333	0	36	20140108	1201
3365	1	36	20140108	1351
3426	0	36	20140108	1842
3500	0	36	20140109	1157
3524	1	36	20140109	1306
3598	0	36	20140109	1812
3669	1	36	20140110	1153
3742	0	36	20140110	1651
3809	1	36	20140113	710
3851	0	36	20140113	1207
3901	1	36	20140113	1420
3949	0	36	20140113	1751
4001	1	36	20140114	715
4047	0	36	20140114	1210
4081	1	36	20140114	1424
4163	1	36	20140115	718
4233	0	36	20140115	1215
4268	1	36	20140115	1424
4295	0	36	20140115	1740
4386	0	36	20140116	1220
4414	1	36	20140116	1419
4440	0	36	20140116	1800
4483	1	36	20140117	720
4545	0	36	20140117	1224
4573	1	36	20140117	1424
4594	0	36	20140117	1643
4689	1	36	20140120	958
5060	1	36	20140122	1347
5123	0	36	20140122	1756
5188	1	36	20140123	937
5212	0	36	20140123	1311
5244	1	36	20140123	1531
5291	0	36	20140123	1823
5428	1	36	20140124	1737
5429	1	36	20140124	1737
5441	0	36	20140124	1859
5454	1	36	20140125	1829
5455	0	36	20140125	2027
5579	1	36	20140128	1554
5611	1	36	20140129	952
5638	0	36	20140129	1645
5687	1	36	20140130	1241
5712	0	36	20140130	1853
5763	1	36	20140131	1508
5765	0	36	20140131	1546
6122	1	36	20140214	1338
6148	1	36	20140217	707
6149	1	36	20140217	708
6150	1	36	20140217	708
6165	0	36	20140217	1213
6172	1	36	20140217	1421
6182	0	36	20140217	1735
6195	1	36	20140218	711
6221	1	36	20140219	714
6244	0	36	20140219	1212
6255	1	36	20140219	1437
6270	0	36	20140219	1809
6297	0	36	20140220	1231
6332	1	36	20140221	729
6350	0	36	20140221	1218
6355	1	36	20140221	1422
6377	0	36	20140221	1904
6403	1	36	20140224	706
6459	0	36	20140224	1216
6491	1	36	20140224	1459
6540	0	36	20140224	1934
6568	1	36	20140225	714
6621	0	36	20140225	1209
6669	1	36	20140225	1523
6749	1	36	20140226	719
6775	0	36	20140226	1203
6833	1	36	20140226	1525
6968	0	36	20140227	1214
6969	0	36	20140227	1214
7005	1	36	20140227	1455
7038	0	36	20140227	1810
7070	1	36	20140228	718
7122	0	36	20140228	1227
7143	1	36	20140228	1448
7171	0	36	20140228	1655
7190	1	36	20140301	840
7192	0	36	20140301	1131
7244	1	36	20140303	1122
7277	0	36	20140303	1232
7279	1	36	20140303	1302
7352	0	36	20140303	1841
7373	1	36	20140304	659
7445	0	36	20140304	1209
7490	1	36	20140304	1426
7563	1	36	20140305	634
7613	0	36	20140305	1200
7665	1	36	20140305	1455
7726	0	36	20140305	1900
7765	1	36	20140306	707
7870	0	36	20140306	1519
7960	1	36	20140307	709
7996	0	36	20140307	1141
8032	1	36	20140307	1232
8056	0	36	20140307	1416
8110	1	36	20140308	1110
8113	0	36	20140308	1242
8271	1	36	20140310	1502
8325	0	36	20140310	1826
8441	1	36	20140311	1319
8476	0	36	20140311	1636
8512	1	36	20140311	1748
8516	0	36	20140311	1756
8608	0	36	20140312	1204
8664	1	36	20140312	1513
8721	0	36	20140312	1941
8761	1	36	20140313	705
8820	0	36	20140313	1211
8853	1	36	20140313	1427
8929	0	36	20140313	1956
8930	0	36	20140313	1956
8931	0	36	20140313	1956
8932	0	36	20140313	1957
8933	0	36	20140313	1957
8934	0	36	20140313	1957
8935	0	36	20140313	1957
8936	0	36	20140313	1957
8980	1	36	20140314	721
8997	0	36	20140314	1121
9010	1	36	20140314	1213
9086	0	36	20140314	1711
9121	1	36	20140315	857
9128	0	36	20140315	1156
9144	1	36	20140317	646
9219	0	36	20140317	1213
9259	1	36	20140317	1424
9317	0	36	20140317	1809
9381	1	36	20140318	644
9467	0	36	20140318	1213
9579	0	36	20140318	1908
9636	1	36	20140319	654
9693	0	36	20140319	1204
9694	0	36	20140319	1205
9752	1	36	20140319	1451
9813	0	36	20140319	1813
9814	0	36	20140319	1813
9881	1	36	20140320	649
9882	1	36	20140320	649
9974	0	36	20140320	1213
10091	0	36	20140320	1805
10240	0	36	20140321	1208
10241	0	36	20140321	1208
10299	1	36	20140321	1445
10364	0	36	20140321	1759
10409	1	36	20140322	853
10420	0	36	20140322	1208
10446	1	36	20140324	652
10521	0	36	20140324	1206
10574	1	36	20140324	1505
10686	0	36	20140324	2155
10717	1	36	20140325	659
10817	1	36	20140325	1432
10969	1	36	20140326	658
11046	0	36	20140326	1207
11104	1	36	20140326	1504
11218	0	36	20140326	2204
11249	1	36	20140327	701
11385	0	36	20140327	1547
11504	1	36	20140328	658
11602	0	36	20140328	1221
11631	1	36	20140328	1417
11676	0	36	20140328	1700
11746	1	36	20140329	902
11762	0	36	20140329	1211
11763	0	36	20140329	1211
11774	1	36	20140330	1305
11781	1	36	20140331	645
11851	0	36	20140331	1159
11926	1	36	20140331	1502
11953	0	36	20140331	1728
12044	0	36	20140331	2215
12259	1	36	20140401	1803
12266	0	36	20140401	1811
12396	0	36	20140402	1158
12469	1	36	20140402	1446
12604	0	36	20140402	2215
12697	0	36	20140403	1211
12809	0	36	20140403	1823
12936	1	36	20140404	1021
12971	0	36	20140404	1213
13032	0	36	20140404	1439
13041	1	36	20140404	1620
13043	0	36	20140404	1623
13135	1	36	20140404	2209
13153	1	36	20140405	857
13161	0	36	20140405	1130
13166	1	36	20140405	1220
13173	0	36	20140405	1543
13210	1	36	20140407	709
13270	0	36	20140407	1207
13324	1	36	20140407	1454
13332	0	36	20140407	1528
11	0	37	20131213	1017
223	1	37	20131216	647
302	0	37	20131216	1212
380	0	37	20131216	1734
466	1	37	20131217	705
532	0	37	20131217	1209
561	1	37	20131217	1356
604	0	37	20131217	1736
744	0	37	20131218	1152
795	1	37	20131218	1353
854	0	37	20131218	1735
926	1	37	20131219	651
996	0	37	20131219	1205
1020	1	37	20131219	1329
1075	0	37	20131219	1738
1076	0	37	20131219	1738
1147	1	37	20131220	652
1212	0	37	20131220	1203
1265	1	37	20131220	1405
1319	0	37	20131220	1707
1382	1	37	20131223	649
1478	1	37	20131223	1346
1575	0	37	20131223	1750
1622	1	37	20131224	653
1724	0	37	20131224	1210
1743	1	37	20131226	651
1828	0	37	20131226	1209
1863	1	37	20131226	1419
1905	0	37	20131226	1743
2067	1	37	20131227	1420
2114	0	37	20131227	1652
2236	0	37	20131230	1208
2262	1	37	20131230	1358
2308	0	37	20131230	1728
2367	1	37	20131231	653
2437	0	37	20131231	1128
2473	1	37	20140102	646
2605	1	37	20140102	1449
2648	0	37	20140102	1806
2701	0	37	20140103	832
2835	1	37	20140103	1656
2876	1	37	20140106	652
2942	0	37	20140106	1206
3002	1	37	20140106	1422
3036	0	37	20140106	1736
3093	1	37	20140107	645
3130	0	37	20140107	740
3131	0	37	20140107	740
3143	1	37	20140107	933
3169	0	37	20140107	1210
3192	1	37	20140107	1359
3244	0	37	20140107	1742
3335	0	37	20140108	1201
3366	1	37	20140108	1351
3394	0	37	20140108	1732
3447	1	37	20140109	649
3506	0	37	20140109	1203
3538	1	37	20140109	1412
3569	0	37	20140109	1738
3616	1	37	20140110	654
3680	0	37	20140110	1208
3695	1	37	20140110	1350
3727	0	37	20140110	1634
3848	0	37	20140113	1206
3961	1	37	20140113	1840
3963	0	37	20140113	1905
3964	1	37	20140113	1955
3982	1	37	20140114	650
4129	0	37	20140114	1902
4137	1	37	20140115	637
4231	0	37	20140115	1212
4253	1	37	20140115	1357
4311	1	37	20140116	651
4312	1	37	20140116	652
4367	0	37	20140116	1207
4368	0	37	20140116	1207
4400	1	37	20140116	1354
4449	0	37	20140116	2010
4463	1	37	20140117	648
4522	0	37	20140117	1204
4572	1	37	20140117	1420
4617	0	37	20140117	1952
4641	1	37	20140120	641
4736	1	37	20140120	1413
4796	0	37	20140120	1824
4810	1	37	20140121	647
4900	0	37	20140121	1214
4909	1	37	20140121	1250
4910	0	37	20140121	1257
4930	1	37	20140121	1421
4963	0	37	20140121	1744
5000	1	37	20140122	643
5059	1	37	20140122	1345
5100	0	37	20140122	1719
5144	1	37	20140123	636
5225	1	37	20140123	1405
5268	0	37	20140123	1738
5304	1	37	20140124	643
5353	0	37	20140124	1204
5354	0	37	20140124	1204
5404	0	37	20140124	1638
5458	1	37	20140127	645
5492	0	37	20140127	1212
5509	1	37	20140127	1346
5529	0	37	20140127	1817
5551	1	37	20140128	938
5563	0	37	20140128	1219
5567	1	37	20140128	1328
5585	0	37	20140128	1735
5597	1	37	20140129	642
5623	0	37	20140129	1306
5628	1	37	20140129	1401
5659	1	37	20140130	703
5683	0	37	20140130	1211
5701	1	37	20140130	1440
5719	1	37	20140131	647
5735	0	37	20140131	958
5740	1	37	20140131	1134
5745	0	37	20140131	1205
5753	1	37	20140131	1403
5938	1	37	20140206	1409
5939	0	37	20140206	1711
7208	1	37	20140303	658
7261	0	37	20140303	1209
7283	1	37	20140303	1348
7351	0	37	20140303	1828
7365	1	37	20140304	649
7426	0	37	20140304	1203
7540	0	37	20140304	1750
7567	1	37	20140305	647
7615	0	37	20140305	1202
7641	1	37	20140305	1341
7712	0	37	20140305	1746
7751	1	37	20140306	652
7826	0	37	20140306	1210
7873	0	37	20140306	1608
7952	1	37	20140307	702
8008	0	37	20140307	1205
8041	1	37	20140307	1352
8080	0	37	20140307	1649
8144	1	37	20140310	649
8220	0	37	20140310	1207
8258	1	37	20140310	1411
8360	1	37	20140311	658
8435	0	37	20140311	1223
8444	1	37	20140311	1349
8525	0	37	20140311	1907
8554	1	37	20140312	657
8605	0	37	20140312	1203
8647	1	37	20140312	1404
8706	0	37	20140312	1817
8749	1	37	20140313	644
8830	0	37	20140313	1224
8850	1	37	20140313	1415
8905	0	37	20140313	1811
8958	1	37	20140314	650
9006	0	37	20140314	1209
9097	0	37	20140314	1810
9202	0	37	20140317	1202
9253	1	37	20140317	1412
9267	0	37	20140317	1459
9273	1	37	20140317	1541
9322	0	37	20140317	1817
9391	1	37	20140318	658
9449	0	37	20140318	1203
9564	0	37	20140318	1805
9633	1	37	20140319	652
9697	0	37	20140319	1206
9698	0	37	20140319	1206
9812	0	37	20140319	1811
9885	1	37	20140320	654
9955	0	37	20140320	1201
10010	1	37	20140320	1400
10070	0	37	20140320	1742
10160	1	37	20140321	648
10258	0	37	20140321	1230
10282	1	37	20140321	1359
10339	0	37	20140321	1649
10452	1	37	20140324	657
10508	0	37	20140324	1202
10578	1	37	20140324	1537
10644	0	37	20140324	1826
10716	1	37	20140325	656
10795	1	37	20140325	1348
10857	0	37	20140325	1737
10964	1	37	20140326	652
11055	0	37	20140326	1210
11075	1	37	20140326	1359
11116	0	37	20140326	1640
11239	1	37	20140327	651
11299	0	37	20140327	1114
11347	1	37	20140327	1346
11416	0	37	20140327	1744
11499	1	37	20140328	653
11607	0	37	20140328	1242
11624	1	37	20140328	1405
11697	0	37	20140328	1815
11784	1	37	20140331	649
11868	0	37	20140331	1209
11912	1	37	20140331	1419
11992	0	37	20140331	1808
12069	1	37	20140401	652
12142	0	37	20140401	1205
12180	1	37	20140401	1354
12265	0	37	20140401	1807
12323	1	37	20140402	643
12427	0	37	20140402	1225
12446	1	37	20140402	1356
12544	0	37	20140402	1813
12621	1	37	20140403	650
12667	0	37	20140403	1005
12808	0	37	20140403	1814
12881	1	37	20140404	647
12957	0	37	20140404	1206
13000	1	37	20140404	1349
13091	0	37	20140404	1818
13195	1	37	20140407	653
13279	0	37	20140407	1211
13298	1	37	20140407	1349
12	0	41	20131213	1022
60	1	41	20131213	1339
117	0	41	20131213	1650
232	1	41	20131216	701
297	0	41	20131216	1209
334	1	41	20131216	1408
398	0	41	20131216	1747
518	0	41	20131217	1155
571	1	41	20131217	1409
627	0	41	20131217	1811
678	1	41	20131218	703
760	0	41	20131218	1205
815	1	41	20131218	1418
855	0	41	20131218	1736
932	1	41	20131219	659
1105	0	41	20131219	1809
1154	1	41	20131220	703
1215	0	41	20131220	1205
1274	1	41	20131220	1418
1296	0	41	20131220	1637
1391	1	41	20131223	700
1498	1	41	20131223	1410
1598	0	41	20131223	1928
1644	1	41	20131224	709
1673	0	41	20131224	1003
1766	1	41	20131226	712
1816	0	41	20131226	1203
1854	1	41	20131226	1406
1895	0	41	20131226	1737
1971	1	41	20131227	714
2009	0	41	20131227	1203
2117	0	41	20131227	1657
2227	0	41	20131230	1205
2269	1	41	20131230	1412
2329	0	41	20131230	1744
2414	0	41	20131231	1103
2495	1	41	20140102	711
2591	1	41	20140102	1415
2692	1	41	20140103	719
2751	0	41	20140103	1216
2812	0	41	20140103	1639
2901	1	41	20140106	715
3007	1	41	20140106	1448
3049	0	41	20140106	1745
3123	1	41	20140107	720
3232	0	41	20140107	1732
3391	0	41	20140108	1731
3466	1	41	20140109	712
3638	1	41	20140110	735
3667	0	41	20140110	1144
3708	1	41	20140110	1416
3732	0	41	20140110	1636
3805	1	41	20140113	706
3865	0	41	20140113	1216
3896	1	41	20140113	1409
3948	0	41	20140113	1751
4207	1	41	20140115	1202
4227	0	41	20140115	1210
5424	1	41	20140124	1708
5433	0	41	20140124	1829
5475	1	41	20140127	859
5503	0	41	20140127	1247
6434	0	41	20140224	1200
6533	0	41	20140224	1806
6574	1	41	20140225	726
6659	1	41	20140225	1420
6699	0	41	20140225	1743
6748	1	41	20140226	718
6782	0	41	20140226	1206
6821	1	41	20140226	1410
6822	1	41	20140226	1411
6866	0	41	20140226	1744
6962	0	41	20140227	1208
6998	1	41	20140227	1412
7075	1	41	20140228	725
7098	0	41	20140228	1155
7133	1	41	20140228	1412
7221	1	41	20140303	716
7273	0	41	20140303	1216
7340	0	41	20140303	1747
7392	1	41	20140304	719
7427	0	41	20140304	1204
7482	1	41	20140304	1408
7538	0	41	20140304	1744
7585	1	41	20140305	717
7617	0	41	20140305	1203
7652	1	41	20140305	1403
7718	0	41	20140305	1751
7777	1	41	20140306	727
7829	0	41	20140306	1212
7855	1	41	20140306	1407
7910	0	41	20140306	1752
7953	1	41	20140307	703
8025	0	41	20140307	1212
8053	1	41	20140307	1413
8158	1	41	20140310	703
8219	0	41	20140310	1207
8310	0	41	20140310	1745
8361	1	41	20140311	659
8439	0	41	20140311	1242
8458	1	41	20140311	1411
8492	0	41	20140311	1737
8558	1	41	20140312	702
8627	0	41	20140312	1213
8651	1	41	20140312	1409
8704	0	41	20140312	1756
8908	0	41	20140313	1821
9035	1	41	20140314	1427
9071	0	41	20140314	1647
9171	1	41	20140317	717
9184	0	41	20140317	857
9185	0	41	20140317	857
9430	1	41	20140318	931
9477	0	41	20140318	1230
9506	1	41	20140318	1411
9554	0	41	20140318	1752
9717	0	41	20140319	1215
9740	1	41	20140319	1408
9833	0	41	20140319	1921
9954	0	41	20140320	1200
10018	1	41	20140320	1412
10069	0	41	20140320	1742
10218	0	41	20140321	1134
10291	1	41	20140321	1413
10352	0	41	20140321	1709
10459	1	41	20140324	703
10490	0	41	20140324	1114
10656	0	41	20140324	1932
10784	0	41	20140325	1217
10815	1	41	20140325	1422
10885	0	41	20140325	1755
11062	0	41	20140326	1220
11087	1	41	20140326	1413
11182	0	41	20140326	1943
11251	1	41	20140327	702
11330	0	41	20140327	1211
11368	1	41	20140327	1410
11411	0	41	20140327	1741
11509	1	41	20140328	702
11520	0	41	20140328	711
11521	0	41	20140328	711
11638	1	41	20140328	1430
11675	0	41	20140328	1658
11798	1	41	20140331	702
11858	0	41	20140331	1204
11903	1	41	20140331	1404
12012	0	41	20140331	1944
12167	0	41	20140401	1221
12196	1	41	20140401	1412
12262	0	41	20140401	1805
12263	0	41	20140401	1805
12420	0	41	20140402	1217
12561	0	41	20140402	1940
12711	0	41	20140403	1233
12737	1	41	20140403	1407
12848	0	41	20140403	2111
12896	1	41	20140404	703
12972	0	41	20140404	1214
13018	1	41	20140404	1413
13065	0	41	20140404	1653
13209	1	41	20140407	708
13283	0	41	20140407	1219
13297	1	41	20140407	1348
256	1	43	20131216	813
402	0	43	20131216	1757
486	1	43	20131217	803
487	1	43	20131217	803
528	0	43	20131217	1208
579	1	43	20131217	1425
702	1	43	20131218	804
777	0	43	20131218	1223
814	1	43	20131218	1417
874	0	43	20131218	1750
955	1	43	20131219	745
1016	0	43	20131219	1303
1043	1	43	20131219	1426
1087	0	43	20131219	1744
1179	1	43	20131220	800
1227	0	43	20131220	1209
1275	1	43	20131220	1425
1328	0	43	20131220	1801
1420	1	43	20131223	804
1471	0	43	20131223	1309
1479	1	43	20131223	1348
1577	0	43	20131223	1755
1660	1	43	20131224	741
1728	0	43	20131224	1420
